ResponseId,PlatformWantToWorkWith,WebframeWantToWorkWith
33990,Digital Ocean,Angular;Astro;Node.js;Nuxt.js;Solid.js
33990,Firebase,Angular;Astro;Node.js;Nuxt.js;Solid.js
33990,Fly.io,Angular;Astro;Node.js;Nuxt.js;Solid.js
33990,Hetzner,Angular;Astro;Node.js;Nuxt.js;Solid.js
33990,OVH,Angular;Astro;Node.js;Nuxt.js;Solid.js
33990,Supabase,Angular;Astro;Node.js;Nuxt.js;Solid.js
33990,Vercel,Angular;Astro;Node.js;Nuxt.js;Solid.js
33991,Amazon Web Services (AWS),Express;FastAPI;Next.js;Node.js;React;Solid.js;Svelte
33991,Cloudflare,Express;FastAPI;Next.js;Node.js;React;Solid.js;Svelte
33991,Digital Ocean,Express;FastAPI;Next.js;Node.js;React;Solid.js;Svelte
33991,Supabase,Express;FastAPI;Next.js;Node.js;React;Solid.js;Svelte
33991,Vercel,Express;FastAPI;Next.js;Node.js;React;Solid.js;Svelte
33995,Amazon Web Services (AWS),Angular;AngularJS;jQuery;Laravel;Node.js;React;Symfony;Vue.js;WordPress
33995,Google Cloud,Angular;AngularJS;jQuery;Laravel;Node.js;React;Symfony;Vue.js;WordPress
33999,Amazon Web Services (AWS),Express;FastAPI;Node.js;React;Remix
33999,Microsoft Azure,Express;FastAPI;Node.js;React;Remix
34001,Digital Ocean,FastAPI;Htmx;Svelte
34001,Google Cloud,FastAPI;Htmx;Svelte
34002,Amazon Web Services (AWS),AngularJS;ASP.NET;ASP.NET CORE;Blazor;jQuery;React
34002,Google Cloud,AngularJS;ASP.NET;ASP.NET CORE;Blazor;jQuery;React
34002,Microsoft Azure,AngularJS;ASP.NET;ASP.NET CORE;Blazor;jQuery;React
34002,Oracle Cloud Infrastructure (OCI),AngularJS;ASP.NET;ASP.NET CORE;Blazor;jQuery;React
34011,Cloudflare,Express;FastAPI;NestJS;Next.js;Node.js;React;Solid.js
34011,Digital Ocean,Express;FastAPI;NestJS;Next.js;Node.js;React;Solid.js
34011,Firebase,Express;FastAPI;NestJS;Next.js;Node.js;React;Solid.js
34011,Google Cloud,Express;FastAPI;NestJS;Next.js;Node.js;React;Solid.js
34011,Heroku,Express;FastAPI;NestJS;Next.js;Node.js;React;Solid.js
34011,Netlify,Express;FastAPI;NestJS;Next.js;Node.js;React;Solid.js
34011,Vercel,Express;FastAPI;NestJS;Next.js;Node.js;React;Solid.js
34012,Microsoft Azure,ASP.NET CORE;Htmx
34015,Google Cloud,React;Spring Boot
34018,Amazon Web Services (AWS),Angular;AngularJS;CodeIgniter;Django;jQuery;Laravel;Spring Boot;Vue.js;WordPress
34018,Google Cloud,Angular;AngularJS;CodeIgniter;Django;jQuery;Laravel;Spring Boot;Vue.js;WordPress
34022,Microsoft Azure,Angular;ASP.NET CORE;Express;Flask;Next.js;Node.js;React
34024,Amazon Web Services (AWS),Angular;ASP.NET CORE;React;Spring Boot
34031,Amazon Web Services (AWS),Htmx
34034,Microsoft Azure,Blazor
34036,Firebase,Angular;Htmx;Node.js;Solid.js;Svelte
34036,Google Cloud,Angular;Htmx;Node.js;Solid.js;Svelte
34039,Amazon Web Services (AWS),Angular;Spring Boot
34042,Microsoft Azure,ASP.NET CORE;Astro
34042,OpenStack,ASP.NET CORE;Astro
34042,Oracle Cloud Infrastructure (OCI),ASP.NET CORE;Astro
34042,OVH,ASP.NET CORE;Astro
34043,Google Cloud,Django;Express;Flask;Htmx;jQuery;Laravel;Node.js;Phoenix
34043,Vultr,Django;Express;Flask;Htmx;jQuery;Laravel;Node.js;Phoenix
34044,Amazon Web Services (AWS),Astro;FastAPI;Next.js;React;Spring Boot;Strapi
34044,Vercel,Astro;FastAPI;Next.js;React;Spring Boot;Strapi
34048,Amazon Web Services (AWS),Express;Node.js
34048,Cloudflare,Express;Node.js
34048,Microsoft Azure,Express;Node.js
34049,Amazon Web Services (AWS),Django;Express;jQuery;Next.js;React
34049,Cloudflare,Django;Express;jQuery;Next.js;React
34049,Firebase,Django;Express;jQuery;Next.js;React
34049,Google Cloud,Django;Express;jQuery;Next.js;React
34049,Heroku,Django;Express;jQuery;Next.js;React
34049,Microsoft Azure,Django;Express;jQuery;Next.js;React
34049,Oracle Cloud Infrastructure (OCI),Django;Express;jQuery;Next.js;React
34049,PythonAnywhere,Django;Express;jQuery;Next.js;React
34053,Firebase,Angular
34060,Amazon Web Services (AWS),Flask;Vue.js
34072,Amazon Web Services (AWS),Angular;Django;Express;Next.js;Node.js;React
34072,Firebase,Angular;Django;Express;Next.js;Node.js;React
34072,Google Cloud,Angular;Django;Express;Next.js;Node.js;React
34072,Microsoft Azure,Angular;Django;Express;Next.js;Node.js;React
34072,Vercel,Angular;Django;Express;Next.js;Node.js;React
34073,Digital Ocean,FastAPI
34073,"Linode, now Akamai",FastAPI
34074,Google Cloud,Drupal;jQuery;React;WordPress
34074,OpenStack,Drupal;jQuery;React;WordPress
34078,Cloudflare,Fastify;Next.js;Node.js;React
34088,Microsoft Azure,ASP.NET CORE;Blazor
34093,Amazon Web Services (AWS),Django;NestJS
34094,Amazon Web Services (AWS),Ruby on Rails
34094,Fly.io,Ruby on Rails
34095,Netlify,Laravel;Next.js;Node.js
34095,Supabase,Laravel;Next.js;Node.js
34095,Vercel,Laravel;Next.js;Node.js
34098,Fly.io,Phoenix
34104,Cloudflare,Astro
34106,Alibaba Cloud,React;Vue.js;WordPress;Yii 2
34106,Amazon Web Services (AWS),React;Vue.js;WordPress;Yii 2
34106,Cloudflare,React;Vue.js;WordPress;Yii 2
34106,Digital Ocean,React;Vue.js;WordPress;Yii 2
34106,Firebase,React;Vue.js;WordPress;Yii 2
34106,Google Cloud,React;Vue.js;WordPress;Yii 2
34106,Hetzner,React;Vue.js;WordPress;Yii 2
34106,"Linode, now Akamai",React;Vue.js;WordPress;Yii 2
34106,Vultr,React;Vue.js;WordPress;Yii 2
34109,Google Cloud,ASP.NET CORE;Flask;React
34109,Microsoft Azure,ASP.NET CORE;Flask;React
34112,Amazon Web Services (AWS),Deno;jQuery;Next.js;Node.js;Svelte
34112,Cloudflare,Deno;jQuery;Next.js;Node.js;Svelte
34112,Google Cloud,Deno;jQuery;Next.js;Node.js;Svelte
34112,Heroku,Deno;jQuery;Next.js;Node.js;Svelte
34116,Amazon Web Services (AWS),Laravel
34116,Cloudflare,Laravel
34116,Google Cloud,Laravel
34118,Amazon Web Services (AWS),ASP.NET CORE;Blazor;Svelte
34118,Cloudflare,ASP.NET CORE;Blazor;Svelte
34118,Microsoft Azure,ASP.NET CORE;Blazor;Svelte
34120,Amazon Web Services (AWS),Spring Boot
34120,Firebase,Spring Boot
34120,Google Cloud,Spring Boot
34122,Amazon Web Services (AWS),ASP.NET CORE;Django;Flask;Next.js;Node.js;Play Framework;React;Spring Boot
34122,Cloudflare,ASP.NET CORE;Django;Flask;Next.js;Node.js;Play Framework;React;Spring Boot
34125,Amazon Web Services (AWS),Django;Flask;React
34125,Heroku,Django;Flask;React
34126,Microsoft Azure,ASP.NET;ASP.NET CORE
34131,Amazon Web Services (AWS),ASP.NET CORE
34139,Firebase,Express;Flask;Node.js;Vue.js
34139,Render,Express;Flask;Node.js;Vue.js
34139,Supabase,Express;Flask;Node.js;Vue.js
34139,Vercel,Express;Flask;Node.js;Vue.js
34142,Amazon Web Services (AWS),Spring Boot
34142,Vercel,Spring Boot
34155,Amazon Web Services (AWS),Angular;ASP.NET;ASP.NET CORE;Blazor;Express;Flask
34155,Google Cloud,Angular;ASP.NET;ASP.NET CORE;Blazor;Express;Flask
34155,Microsoft Azure,Angular;ASP.NET;ASP.NET CORE;Blazor;Express;Flask
34159,Amazon Web Services (AWS),AngularJS;ASP.NET;FastAPI;jQuery;Next.js;React;Ruby on Rails;Vue.js;WordPress
34159,Cloudflare,AngularJS;ASP.NET;FastAPI;jQuery;Next.js;React;Ruby on Rails;Vue.js;WordPress
34159,Google Cloud,AngularJS;ASP.NET;FastAPI;jQuery;Next.js;React;Ruby on Rails;Vue.js;WordPress
34159,Microsoft Azure,AngularJS;ASP.NET;FastAPI;jQuery;Next.js;React;Ruby on Rails;Vue.js;WordPress
34159,Netlify,AngularJS;ASP.NET;FastAPI;jQuery;Next.js;React;Ruby on Rails;Vue.js;WordPress
34159,Render,AngularJS;ASP.NET;FastAPI;jQuery;Next.js;React;Ruby on Rails;Vue.js;WordPress
34159,VMware,AngularJS;ASP.NET;FastAPI;jQuery;Next.js;React;Ruby on Rails;Vue.js;WordPress
34160,Amazon Web Services (AWS),Ruby on Rails
34160,Cloudflare,Ruby on Rails
34160,Heroku,Ruby on Rails
34173,Amazon Web Services (AWS),Django;Next.js;Node.js;React;Spring Boot;Vue.js
34173,Firebase,Django;Next.js;Node.js;React;Spring Boot;Vue.js
34173,Google Cloud,Django;Next.js;Node.js;React;Spring Boot;Vue.js
34173,Vultr,Django;Next.js;Node.js;React;Spring Boot;Vue.js
34176,Microsoft Azure,ASP.NET CORE;Node.js;Solid.js;Svelte;Vue.js
34178,Amazon Web Services (AWS),Astro;Express;NestJS;Next.js;Node.js;React
34178,Cloudflare,Astro;Express;NestJS;Next.js;Node.js;React
34178,Digital Ocean,Astro;Express;NestJS;Next.js;Node.js;React
34178,Netlify,Astro;Express;NestJS;Next.js;Node.js;React
34178,Vercel,Astro;Express;NestJS;Next.js;Node.js;React
34180,Alibaba Cloud,AngularJS;Django;jQuery;React;Ruby on Rails;Vue.js
34180,Amazon Web Services (AWS),AngularJS;Django;jQuery;React;Ruby on Rails;Vue.js
34180,Digital Ocean,AngularJS;Django;jQuery;React;Ruby on Rails;Vue.js
34193,Amazon Web Services (AWS),Express;NestJS;Next.js;Node.js;React;Remix;Strapi;WordPress
34193,Cloudflare,Express;NestJS;Next.js;Node.js;React;Remix;Strapi;WordPress
34193,Digital Ocean,Express;NestJS;Next.js;Node.js;React;Remix;Strapi;WordPress
34193,Firebase,Express;NestJS;Next.js;Node.js;React;Remix;Strapi;WordPress
34193,Vercel,Express;NestJS;Next.js;Node.js;React;Remix;Strapi;WordPress
34193,Vultr,Express;NestJS;Next.js;Node.js;React;Remix;Strapi;WordPress
34195,Amazon Web Services (AWS),ASP.NET;ASP.NET CORE;Blazor;jQuery;Next.js;Node.js;React;Svelte
34195,Digital Ocean,ASP.NET;ASP.NET CORE;Blazor;jQuery;Next.js;Node.js;React;Svelte
34195,Firebase,ASP.NET;ASP.NET CORE;Blazor;jQuery;Next.js;Node.js;React;Svelte
34195,Microsoft Azure,ASP.NET;ASP.NET CORE;Blazor;jQuery;Next.js;Node.js;React;Svelte
34198,Google Cloud,Express
34201,Amazon Web Services (AWS),Angular;AngularJS;Blazor;Express;NestJS;Next.js;Node.js;React;Vue.js
34201,Firebase,Angular;AngularJS;Blazor;Express;NestJS;Next.js;Node.js;React;Vue.js
34201,Google Cloud,Angular;AngularJS;Blazor;Express;NestJS;Next.js;Node.js;React;Vue.js
34202,Amazon Web Services (AWS),Express;NestJS;Node.js;React
34203,Firebase,NestJS;React;Spring Boot
34204,VMware,Deno;NestJS;Nuxt.js;Vue.js
34205,Microsoft Azure,ASP.NET;ASP.NET CORE;Blazor;Vue.js
34206,Amazon Web Services (AWS),Spring Boot
34206,Google Cloud,Spring Boot
34218,Amazon Web Services (AWS),Vue.js
34219,Amazon Web Services (AWS),Django;Next.js;Node.js;React
34219,Supabase,Django;Next.js;Node.js;React
34219,Vercel,Django;Next.js;Node.js;React
34229,Amazon Web Services (AWS),ASP.NET CORE;Blazor;Nuxt.js;Vue.js
34229,Digital Ocean,ASP.NET CORE;Blazor;Nuxt.js;Vue.js
34229,Google Cloud,ASP.NET CORE;Blazor;Nuxt.js;Vue.js
34229,Managed Hosting,ASP.NET CORE;Blazor;Nuxt.js;Vue.js
34230,Amazon Web Services (AWS),FastAPI;NestJS;Next.js;Node.js;Nuxt.js;React
34230,Microsoft Azure,FastAPI;NestJS;Next.js;Node.js;Nuxt.js;React
34231,Google Cloud,Flask;Htmx
34231,VMware,Flask;Htmx
34234,Alibaba Cloud,Spring Boot
34238,Amazon Web Services (AWS),FastAPI;Svelte
34238,Google Cloud,FastAPI;Svelte
34238,"Linode, now Akamai",FastAPI;Svelte
34238,Microsoft Azure,FastAPI;Svelte
34239,Amazon Web Services (AWS),Django;Express;Next.js;React
34239,Digital Ocean,Django;Express;Next.js;React
34239,Firebase,Django;Express;Next.js;React
34239,Netlify,Django;Express;Next.js;React
34239,Render,Django;Express;Next.js;React
34239,Vercel,Django;Express;Next.js;React
34241,Firebase,Angular;Express;NestJS;Next.js;Node.js;React;WordPress
34242,Amazon Web Services (AWS),Django
34242,Cloudflare,Django
34242,Digital Ocean,Django
34246,Amazon Web Services (AWS),Angular;Express;Next.js;React
34246,Cloudflare,Angular;Express;Next.js;React
34248,Amazon Web Services (AWS),Angular;AngularJS;CodeIgniter;Django;jQuery;Laravel;NestJS;Next.js;Node.js;React;Vue.js;WordPress;Yii 2
34248,Cloudflare,Angular;AngularJS;CodeIgniter;Django;jQuery;Laravel;NestJS;Next.js;Node.js;React;Vue.js;WordPress;Yii 2
34248,Firebase,Angular;AngularJS;CodeIgniter;Django;jQuery;Laravel;NestJS;Next.js;Node.js;React;Vue.js;WordPress;Yii 2
34248,Google Cloud,Angular;AngularJS;CodeIgniter;Django;jQuery;Laravel;NestJS;Next.js;Node.js;React;Vue.js;WordPress;Yii 2
34248,OpenStack,Angular;AngularJS;CodeIgniter;Django;jQuery;Laravel;NestJS;Next.js;Node.js;React;Vue.js;WordPress;Yii 2
34248,Oracle Cloud Infrastructure (OCI),Angular;AngularJS;CodeIgniter;Django;jQuery;Laravel;NestJS;Next.js;Node.js;React;Vue.js;WordPress;Yii 2
34249,Amazon Web Services (AWS),Spring Boot
34250,Firebase,Angular;AngularJS;Express;NestJS;Next.js;Node.js;React;Spring Boot
34250,Google Cloud,Angular;AngularJS;Express;NestJS;Next.js;Node.js;React;Spring Boot
34251,Microsoft Azure,Angular;Htmx;Next.js;Node.js;React;Solid.js;Vue.js
34251,OpenShift,Angular;Htmx;Next.js;Node.js;React;Solid.js;Vue.js
34259,Cloudflare,ASP.NET CORE;Astro;Blazor;Htmx;Phoenix;Svelte
34259,Fly.io,ASP.NET CORE;Astro;Blazor;Htmx;Phoenix;Svelte
34259,Hetzner,ASP.NET CORE;Astro;Blazor;Htmx;Phoenix;Svelte
34259,Microsoft Azure,ASP.NET CORE;Astro;Blazor;Htmx;Phoenix;Svelte
34259,Supabase,ASP.NET CORE;Astro;Blazor;Htmx;Phoenix;Svelte
34260,Amazon Web Services (AWS),Angular;Express;Node.js
34260,Firebase,Angular;Express;Node.js
34260,Vultr,Angular;Express;Node.js
34270,Cloudflare,ASP.NET;Django;jQuery
34270,Heroku,ASP.NET;Django;jQuery
34270,Microsoft Azure,ASP.NET;Django;jQuery
34272,Firebase,Express;Flask;Next.js;Node.js;Nuxt.js;React;Vue.js
34272,Google Cloud,Express;Flask;Next.js;Node.js;Nuxt.js;React;Vue.js
34272,"Linode, now Akamai",Express;Flask;Next.js;Node.js;Nuxt.js;React;Vue.js
34272,Netlify,Express;Flask;Next.js;Node.js;Nuxt.js;React;Vue.js
34272,Vercel,Express;Flask;Next.js;Node.js;Nuxt.js;React;Vue.js
34275,Amazon Web Services (AWS),Angular;ASP.NET CORE;Blazor;Express;FastAPI;Flask;Next.js;Node.js;React
34275,Digital Ocean,Angular;ASP.NET CORE;Blazor;Express;FastAPI;Flask;Next.js;Node.js;React
34275,Firebase,Angular;ASP.NET CORE;Blazor;Express;FastAPI;Flask;Next.js;Node.js;React
34275,Microsoft Azure,Angular;ASP.NET CORE;Blazor;Express;FastAPI;Flask;Next.js;Node.js;React
34275,PythonAnywhere,Angular;ASP.NET CORE;Blazor;Express;FastAPI;Flask;Next.js;Node.js;React
34279,Alibaba Cloud,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Amazon Web Services (AWS),Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Cloudflare,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Colocation,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Databricks,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Digital Ocean,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Firebase,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Fly.io,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Google Cloud,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Heroku,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Hetzner,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,IBM Cloud Or Watson,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,"Linode, now Akamai",Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Managed Hosting,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Microsoft Azure,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Netlify,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,OpenShift,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,OpenStack,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Oracle Cloud Infrastructure (OCI),Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,OVH,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,PythonAnywhere,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Render,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Scaleway,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Supabase,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Vercel,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,VMware,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34279,Vultr,Angular;AngularJS;ASP.NET;ASP.NET CORE;Astro;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;Htmx;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Strapi;Svelte;Symfony;Vue.js;WordPress;Yii 2
34280,Microsoft Azure,Vue.js
34283,Amazon Web Services (AWS),Django;Express;FastAPI;Flask;Next.js;Node.js
34283,Databricks,Django;Express;FastAPI;Flask;Next.js;Node.js
34283,Firebase,Django;Express;FastAPI;Flask;Next.js;Node.js
