ResponseId,Country,EdLevel,Age,Employment_status
22473,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,Full-time Employment
22479,"Venezuela, Bolivarian Republic of...","Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
22482,Australia,"Associate degree (A.A., A.S., etc.)",25-34 years old,Freelancer
22488,Ghana,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
22498,New Zealand,Some college/university study without earning a degree,35-44 years old,Freelancer/Full-time Employment
22501,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22510,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22513,United States of America,Some college/university study without earning a degree,18-24 years old,Full-time Student
22519,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22522,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22529,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22531,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22532,Indonesia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22533,United States of America,Some college/university study without earning a degree,35-44 years old,Full-time Employment
22536,Indonesia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22537,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22542,Bangladesh,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22549,Singapore,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22550,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
22554,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,Full-time Employment
22559,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22560,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
22561,Australia,Some college/university study without earning a degree,35-44 years old,Full-time Employment
22563,Bolivia,Some college/university study without earning a degree,25-34 years old,Part-time Employment
22564,United States of America,Some college/university study without earning a degree,25-34 years old,Full-time Employment
22567,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",55-64 years old,Full-time Employment
22568,Mexico,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22571,United States of America,Some college/university study without earning a degree,25-34 years old,Freelancer
22574,United States of America,"Associate degree (A.A., A.S., etc.)",35-44 years old,Full-time Employment
22577,United States of America,Some college/university study without earning a degree,25-34 years old,Full-time Employment
22581,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22587,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",65 years or older,Full-time Employment
22590,Guatemala,Some college/university study without earning a degree,18-24 years old,Full-time Employment
22596,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Part-time Employment
22599,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22606,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
22607,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22608,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22610,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",55-64 years old,Full-time Employment
22613,Mexico,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22617,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22620,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22624,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,25-34 years old,Full-time Employment
22629,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22631,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",45-54 years old,Full-time Employment
22634,Germany,Something else,18-24 years old,Full-time Student
22641,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
22643,Singapore,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
22646,Norway,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22650,Singapore,Some college/university study without earning a degree,18-24 years old,Full-time Student
22652,Thailand,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer/Full-time Employment
22653,Australia,Some college/university study without earning a degree,25-34 years old,Full-time Employment
22655,China,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22657,United States of America,Some college/university study without earning a degree,35-44 years old,Full-time Employment
22662,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Student
22665,China,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22668,Argentina,Some college/university study without earning a degree,18-24 years old,Freelancer
22670,Malaysia,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Full-time Employment
22673,United States of America,Some college/university study without earning a degree,18-24 years old,Full-time Student
22681,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22682,Indonesia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22689,United States of America,Some college/university study without earning a degree,25-34 years old,Full-time Employment
22690,Australia,"Associate degree (A.A., A.S., etc.)",35-44 years old,Full-time Employment
22693,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
22695,Costa Rica,"Associate degree (A.A., A.S., etc.)",25-34 years old,Full-time Employment
22696,Lithuania,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22699,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Student
22700,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22706,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22712,Canada,"Associate degree (A.A., A.S., etc.)",25-34 years old,Freelancer/Full-time Employment
22713,Greece,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22721,Taiwan,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
22722,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22725,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22733,Malaysia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22734,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22737,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
22739,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
22741,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22742,Indonesia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Employment
22746,Australia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
22750,Thailand,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22756,United States of America,Some college/university study without earning a degree,18-24 years old,Full-time Student
22757,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",55-64 years old,Full-time Employment
22759,"Iran, Islamic Republic of...","Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
22760,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22761,Côte d'Ivoire,"Associate degree (A.A., A.S., etc.)",25-34 years old,Full-time Employment
22763,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
22770,Poland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22773,Thailand,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
22774,Russian Federation,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer/Full-time Employment
22775,Indonesia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
22780,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
22781,Mexico,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
22782,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22785,Pakistan,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Part-time Employment
22787,Viet Nam,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
22788,Sweden,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22792,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22798,Jamaica,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
22799,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Student
22800,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
22804,Australia,Some college/university study without earning a degree,25-34 years old,Full-time Employment
22806,Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Part-time Employment
22807,Denmark,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22808,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22811,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22813,Slovakia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Student
22815,Canada,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
22816,Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,Full-time Employment
22824,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22825,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
22829,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22831,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22833,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,Full-time Employment
22834,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22839,Singapore,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22841,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
22845,New Zealand,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
22846,Indonesia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
22848,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Full-time Employment
22849,Czech Republic,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
22853,Australia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Employment
22861,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
22865,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
22870,Sri Lanka,Some college/university study without earning a degree,35-44 years old,Full-time Employment
22874,Slovakia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer/Full-time Employment
22875,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
22877,United Arab Emirates,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22883,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22888,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Student
22890,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22897,South Africa,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Full-time Employment
22901,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer/Full-time Employment
22919,Nepal,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
22921,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
22922,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
22923,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
